uuid,phrase,category
73511479279428570497226120206682660641550356928840077022429393778708349147642,as pale as a ghost,Not Figurative
110884113518709012662972135771774083702761984831254392162105377601037060464874,as fast as a cheetah,Figurative
42937834904709731299183008829073063771061343594434022859437008494294957117151,as dry as a desert,Not Figurative
18328467591113736214781127084744641556040335543539296972255852658852895620304,as funny as a clown,Not Figurative
50689177981119398550766364852741972637616993224231670804370934966629889610775,let the cat out of the bag,Figurative
17556365913493306805411593640516494790850130299473235130473793098203320744777,could eat a horse,Figurative
61417330300817840494722745269688194282962444186015589088590843417564892098341,out of sight,Figurative
94370933571791385266835919735948118081068836615463060626622692321940513339697,go ballistic,Figurative
1239310401521070247937014486506833788543529626957531668620076709389456731856,move heaven and earth,Not Figurative
23191800948552578862491527275870268802860889919917889237748065401243709602239,split hairs,Not Figurative
52973493116590730482579602223280198423181598675172045111482180158560087659390,as red as a cherry,Not Figurative
91522193165756937855220303675438416004372486122517096469178525905454986226987,blow someone's mind,Not Figurative
8474424848570826637385152895690058627508354578460892727164309025055034573996,as tall as a mountain,Not Figurative
18763078379373344128793308131375099311539873360572697587463991604086609715339,hold your own,Figurative
10257744968390994963441209854827724392485114944346692443221182130107999932957,as dry as a desert,Not Figurative
79025495568702447497517581196499202729893149856844909673571745684535093476648,he drives a tank,Not Figurative
44293091978642933888403282952517607521352127745121914161192118368533482399433,as slippery as an ice rink,Not Figurative
104004480062112381168840706199627581436528151102510534031379387565251212231062,she was a busy bee,Not Figurative
15569368012643016877611339568144492884348371075690968080115033814868520780353,as strong as an ox,Figurative
64816797395868486148002393273183976907213366718894550865063775391269354883130,blanket of snow,Not Figurative
91095578691334059649068479582638700534424478465592715328511379936344375123678,as hard as rocks,Not Figurative
33480122242805207956623056178296642693548590860223808035132257154329848685656,full marks,Not Figurative
101780222472662473342258190078003772645661467747805981731250083558518717421640,sea of bees,Not Figurative
53523586253803597038879759573331900970190906200193477665970055112161839193360,under the wire,Figurative
18242210662010646422526922996586673040586110241306862198515088358353961595108,as fast as a cheetah,Figurative
24466069596256542390229714788533331147481730924055656931020865680045371339964,as red as a tomato,Figurative
103454037666360085569660646895921815418219113492071115908962774594123310971815,as fresh as a daisy,Figurative
84355726227613880657301862582963731151895395335908961112566104475493297033009,wheels of justice,Not Figurative
13777573965376827354195516092955861350539762694509158991995793340944938260064,as fresh as a daisy,Figurative
44192492258844283821803622558895907251526123110282061135160114627324254200813,he is a fox,Figurative
20089999532220555067664276077844460393932213804489256210177140581011317028994,as fresh as a daisy,Figurative
17246570464168796420795858731209466197389853279859787276352400138459927717943,kill the fatted calf,Figurative
102234630247665978751962886032119627464760427480227177900412441009584195748863,as wild as an animal,Not Figurative
76998106803353440110132034047192733960278473330081628409685813808299701725579,as helpless as a baby,Not Figurative
17404657591558571406610073961164229142227182280799090679437846634385577804692,on board,Figurative
9188797551532341278985833711522279887725071404755045794411990806861936925158,as proud as a peacock,Not Figurative
68748035266084242516200245987100890495755222749877150139005134896676358668351,come to think of it,Not Figurative
71580336670121470494636756153238905758163623697951748174064902756176167592898,get your skates on,Figurative
46758394233428438543134564302950001902719039822529596938115230789478364379,peaches and cream,Not Figurative
69947574084078340374902080913918019131603244336956245158595980387820050660285,a mighty lion,Figurative
74775246167791665571634267654596833493069516657699741201978773301945452061428,as angry as a hornet,Not Figurative
9668957282945534888149302158868195497585244100491858367742956580854784263169,high and dry,Not Figurative
11218108969151155848259199349578647497848284733634113609586178887036247659383,turn heads,Not Figurative
104402260001058217202917018183070384724354038859471753847920550191004076422004,a mighty lion,Figurative
114390119022114562442588076351849465150020604215993178113728495315547515702688,go bananas,Figurative
91946188359975433838887202992662535987927502923972462573675741691877690204434,as dry as a desert,Figurative
42025030092303124474242183836368877133672571244379661146447699690689293234168,as fast as a cheetah,Not Figurative
30203656399104099584709285481900639214012713246476257982291708285918937508764,as proud as a peacock,Figurative
32623516136499338263848050257702685340541984696205709576763064889785475742029,foam at the mouth,Not Figurative
9336424336772997158647151959332417134513139526260004143080151522656312605057,as red as a tomato,Not Figurative
21750456627573150860576359519067694829376246296495141127427928463235185297089,as red as a tomato,Not Figurative
6623506523634915636694949397543909989993719365184846348184527024835066141564,banana republic,Not Figurative
35674119985161744513241581246146316278536833299447777927379156475729256151554,up a tree,Figurative
65073104740312306876455150098722902864754928090444990115487441952620455905457,beard the lion in his den,Figurative
32955241917408685641816223983134744273552459830462766103967217479957152891814,laughing stock,Figurative
71083335835399520108826369117463590861947306879065078253497781303012671039773,as slippery as an ice rink,Figurative
62373786988703951792008117794152433579846083375311095509620461210342582710734,see red,Figurative
18846082500715692596516459782761798646471479706793039123773348696692502966989,buy the farm,Figurative
807383759111359014275551872731205098642671050503014123041725263470981996631,eyes were fireflies,Not Figurative
8960513416899354795624259759259673960879142594550931854899090783058961734605,heart sank,Figurative
46021283823372662344997201335780709142293277598119043012527544803400003206808,live in sin,Figurative
92008769496588487251368715098290241748763740775477191617113554109411322257250,odds and ends,Figurative
106930357293267842182766897844650256629837752333756021747681709682375765622657,cut loose,Figurative
78396620135302211024810935351219309746041404352074047328861106805117269946264,take the bull by the horns,Not Figurative
92438732994330609454113614278844146918926460234865949439664218227377223736354,jungle city,Not Figurative
21862033192573412805743190939201770145109320005314490429378240488376135252175,as sharp as an arrow,Not Figurative
110342154462543961245862087820421671988207323191959321421795629742827770619149,with open arms,Not Figurative
42528711758491508149920442784385988579609199161855471823293447140798802744727,kick up your heels,Not Figurative
66315805636663685414022045313468335759794759894447128684907780351178173540779,as dry as a desert,Not Figurative
76440485905596478067624996434187407662080546432344784885173069622165423504604,sea of umbrellas,Not Figurative
86368712075726294210728717587095855447232368694796165010988673468523990341926,as sly as a fox,Not Figurative
107199491453845168128881162435587322807181528643560543318887640318707415481317,as red as a cherry,Figurative
94831647467016680203410036594278134649131793224972898608653410180137398459523,as filthy as a pigsty,Not Figurative
45544990783584147279709840261205668296193479534633295425820782091689399884509,run amok,Not Figurative
1282093410796314342556420012685098132933006911664147646175767629711633866553,dressed to kill,Figurative
59842550340223659979748219230131054835843165127478814578607091449362013261708,on the skids,Figurative
49644360725925189916897571052482725810142815792599099154194346571512858655084,he drives a tank,Not Figurative
109353887766425801383403990781997453017128794943170425995622982991711778635959,pound the pavement,Not Figurative
21068346348056518223654372540413789457396082258663125516170940273272026679541,smell blood,Not Figurative
33090797692963202666571356142934637188387989995822988093032179070422922478205,think twice,Figurative
97526422401108301142324013585602424448348057051979634459412793844949547895337,fly the coop,Not Figurative
111823813692343231209573989936360487391838724870615347678574812182162820809602,see red,Not Figurative
91731872253822120741667839184395471789576829627910568712856037658891669107675,as slow as a turtle,Figurative
48555910834376260192828485122137616345276810704554559965376651964068575859865,as helpless as a baby,Not Figurative
73847063544675242285807102937247908794111566081787386633955038162418885109685,as funny as a clown,Not Figurative
115593750516456496680352080791760593174188233049544053260796869793490204554228,hit the hay,Figurative
32339046589264668796836075384825176813212984127747775763850961917080490046064,as red as a tomato,Not Figurative
81223941293016117584175537191910499424248186973513907665133134011997055439455,hang by a thread,Not Figurative
28754727885072514620010354807254080741897918625008249995243015795115277768861,break the ice,Not Figurative
4197427523301729920302381070379730044439597512410026662974414416753400791636,catch someone's eye,Not Figurative
16816862246195747608473219352130211889793062556147543093453688636708098281253,as strong as an ox,Not Figurative
20527756982583226659095517049863043663036995079875298982937828938193653722233,as strong as an ox,Figurative
6057647883457618803622872007796196774621894427749845386374625331477886209582,sea of knowledge,Not Figurative
90065840265849588502383191654045767026684206413671228785655360092972254171332,as wide as the sea,Not Figurative
33935201801424969381504265459980082554687585425304407733460549710099309880665,in business,Not Figurative
26305906320931151718643429256039920968739113459370951864542029507510651766575,easy does it,Figurative
32674082022842283415939356096426951423412071159001080906457980105115208324692,quick on the draw,Not Figurative
98599705976752910014908704542434414213265115133507864129781530161443427307216,see the light,Not Figurative
30587341596641769566824484116161332515719519241585570805881572195444993936141,jungle city,Not Figurative
20307181417987419444290833769906701877323071576418151954785859510603886967623,take up the gauntlet,Figurative
74130546707943921374868162036029875734040001821443216199216577630902449969397,homework is a breeze,Not Figurative
8944738958844376447496112989457102981115556519296696930690278198912830023186,as bright as the sun,Not Figurative
78393151831201262013607057399662116809310093704947859104480485210309219995998,she was a busy bee,Not Figurative
34636238341886297853274933766540052790726854160372136671648077043872059458708,blanket of bullets,Not Figurative
28505826152619165829393326664048456969336731743161255905909113489806279797713,as angry as a hornet,Not Figurative
16396957689085180828056130911734908312574572347503431066846429056192286603190,all over the shop,Figurative
88363429041414804274645312745984700970278178199398144147171406334702273129622,take liberties,Figurative
59884452758924596207572701060686793560604687393593971154994916278710266493129,let sleeping dogs lie,Figurative
38248629071349634810673909522014152465398737253159505652790866531521829468276,as hard as rocks,Figurative
36971198236990682366622627197058616492108145087199179457308771872789412027536,peaches and cream,Figurative
93038576622695556365957607079519182458147447655214194080084540417459187008763,as sweet as honey,Not Figurative
58476879302724455803352787281640280654497370081798658557274909615511446702206,as fresh as a daisy,Not Figurative
1866727978357395311423843074027543484868722463744305152409105392304233384079,he was a chicken,Not Figurative
24377245830087161061290902123939607435321775949615251042463443869449840201602,as dry as a desert,Figurative
104025638499712892977928230827302430649080842182677917099237672534130322692362,as sharp as an arrow,Figurative
100846233617258095482102131318030718338091712161548024238601716614588738463309,as busy as a bee,Figurative
3605127642410635185492156806530243743691884778631667421880285120769577138184,to a T,Figurative
50224186716947181137172201658981390459233845358257378770889636719143175714055,as angry as a hornet,Not Figurative
62533924365126090867647778880427725055412552850565107621060300975626489972896,out of pocket,Figurative
45427465585570745285765058896448857991030904514652145146426539203713319819205,on thin ice,Figurative
68481025800597036595638820799867187516997943765241983124005383494418479388552,as sharp as a knife,Not Figurative
69776801059772629501118593250750555694597572533818882812416295640290417128036,sea of umbrellas,Not Figurative
90799752404339295758045298161179104294948167833934050671603485045140496779494,as sharp as an arrow,Figurative
100119799988651006398182403705347956392660022614736438875000229661343708953403,whoop it up,Figurative
6178542261823936426633081267162746511104761868504900526795395462790599286798,as wide as the sea,Figurative
58082937417686765815521844796453127116741971496538857474352160112220775950988,come up roses,Not Figurative
64861158835233363386331472181144064070428719885813713537640510486207479537322,dog tired,Not Figurative
21907405718714639864110316396855394343624194352420690420821224808658432119621,as sharp as a razor,Figurative
13516720794229892758542143948214243675435557123081276006384649583050570005201,have an eye for,Not Figurative
51967182468060286487110709689461050786381998720133759909773712039658022066752,as deep as the ocean,Not Figurative
13582659275679201387414987298294535924290021076079208638871457968431459952934,away with the fairies,Figurative
48636849989133802017773295261486627150993632047788093525803740026522854393710,take it on the chin,Not Figurative
68765929776402634690911115212895054025524023402358180548708532802395824212702,their relationship is a house on fire,Not Figurative
7935819963186392142732747005789320237185909094733610665410281247468926779920,as slow as a snail,Not Figurative
103617246005075169438970404313566308723153059489972868841458422804816017855394,all dressed up and nowhere to go,Not Figurative
80653486493032010393380542442051952424065559480600371481541761043092424288182,bite someone's head off,Not Figurative
90046131849659883308814606105913667913655819113373110478391604605406888033153,as hard as rocks,Not Figurative
20907251051614560263170753367117889529626144172110520923039495440573909019700,as strong as an ox,Figurative
59975231431818699249555055858052616354352969132700762072728083444434985383120,a mighty lion,Figurative
27034278749147977492299655441254377079840530079232923346078683814856968215214,bear in mind,Figurative
6227444671589528974263399802711031219862852090247188935920488055720287222667,as filthy as a pigsty,Figurative
46051873623564895512461908204572889364225763800691941175786295636851597802004,as hard as rocks,Not Figurative
17056752092595672319480981410970477592775708653151338630356428009039010573064,as sharp as a knife,Not Figurative
27988777286111276127820520063438698753457937228190722591694887004488459365736,chicken feed,Not Figurative
35663981849954028603484313824480429555476732347223857605365191796503754923072,up a tree,Figurative
108715539966343992309078760045855252466845475791509572429936043546416271720257,blanket of bullets,Not Figurative
108710087914804774055558497986197875387657271081835679997897728487699003386968,as dry as a desert,Not Figurative
57652891188341694400619215356162492342483108017271041827829240862178225401072,with bated breath,Figurative
33238688750205548397237528102011659412893431442287456875133841927517833915911,beat swords into ploughshares,Not Figurative
15739955920536489188583233829791193762521243603371437776789040556148368067174,as fresh as a daisy,Not Figurative
112594641370618795298293174642252560227891627865006195377850241187257830706228,as dry as a desert,Not Figurative
16598081007572953457809992745158395704922713199036822164259717598846370539481,cut a rug,Not Figurative
42033726111582344890159067273872414760560956272066701023960891371343526860699,as fresh as a daisy,Figurative
55862481105944164626272872198132423263674826725097385045230396474227143008126,water under the bridge,Not Figurative
14653225803614156612773276604490396767665147196038493394846772276366767477207,the car is a rocket,Figurative
115705573148659854835339966257344683458927231084981343201304785161721569387240,as fresh as a daisy,Not Figurative
55041699830748021456163864973676208063862864562176445690543716931162620008294,as slow as a turtle,Not Figurative
887957272213666958467925143629646200370042826935905440376283819953346655523,moment of truth,Figurative
58400157145725066951740612184645677440116292624499335517566698314372726242893,tongue in cheek,Not Figurative
25760789231459404899686322649010289918307909327089644166434428725460945479036,as filthy as a pigsty,Figurative
37598251352337148380367984715342165582604400384958047261061432788606803774317,put two and two together,Figurative
95857986964751875453140565294206051115467306027989190733783602496603659946090,pay through the nose,Not Figurative
1998324888142794586720951274738449913668198521060136194825318595707791175791,as fast as a cheetah,Figurative
89959955618793869774407608097330056717616720432767526237702213183738641695976,a mighty lion,Not Figurative
17118464377099364360150817671273037187694343270391110551762100113779173164603,steal someone's thunder,Not Figurative
91102286118666680064899338250347549751974687823548188913006193950735038758892,out of the box,Not Figurative
60375062897053306444744856264939233370845772061388732632162033181440986061451,as dry as a desert,Not Figurative
112882918942370816750756801755643658183221886979274032761418888618047092001190,as slow as a snail,Figurative
52674055602301836748242107843293048561328735024873094937886561548351471799728,as solid as a rock,Not Figurative
73498586920840966186193136025982329470423249717062352847730694495351370260292,as thin as a rail,Figurative
11949617215113103262906482468354185481583471544471318951498419386778569453693,as hard as a brick,Not Figurative
17196760427332064909565016476736442906929527066154272704859801382414746994842,as proud as a peacock,Not Figurative
15848984340838797941124198624340603024638283975651023542118302490564788348421,as helpless as a baby,Figurative
37869937893476228366325194181457170505551035961998152955902852517090560943502,as hot as lava,Figurative
57392294893340737220596929055703566943025004754507031528876990759060726853266,light of my life,Not Figurative
92615695161323834227994694717144398297780874168631253603630551015439792753878,as strong as an ox,Figurative
59592248023980065761047123943210627711699414778888636282349656603501367557233,fall between two stools,Not Figurative
31340940153685790504881462074513024071803082014828415261521311088388742570672,as thin as a rail,Not Figurative
31183417285724766654245999263766270585312071040620580351382287998005196110562,light of my life,Not Figurative
101337055134790182499820228589692655658141892427345696787884428248707859915558,as fresh as a daisy,Figurative
12440281748135427750680051027280423680398215216116388690655835288678678338700,go bananas,Figurative
69601971256880473531265084036852770352509999251180044299737832431682544371133,from the cradle to the grave,Not Figurative
52890243210675639918625727956599745403646191415559363946358561446098273769530,pop the question,Figurative
102112283493939300722699146613556443797003570811445969617052324425544017718360,hair of the dog,Figurative
37944195030805545838226816894518222815165735876434545003995146920303528626781,as slow as a turtle,Not Figurative
18931325613087079612460690966876604441190644413278131192454666096181092607506,as red as a cherry,Not Figurative
96478407680082716153811427965855344010512742942250462527721591977908199586886,free rein,Figurative
71266597579759152377580796471047188468930727439395725699602316661807902138449,take someone to the cleaners,Not Figurative
4370757007379636770951307238883415645034774544109891617270515946064706381223,throw the book at,Not Figurative
111111834064976006738580868916286066780960910426507712996180192735452514255404,he is a fox,Not Figurative
112208294931485982244494258160931465416064736531099636847288982977822443917634,as slow as a snail,Not Figurative
36059156976043706126631298183385079174709387200767146262496313813408858131315,take a bow,Figurative
103093879308651342635100225685624711289967899085856371336099497299690312838894,he was a tiger,Figurative
27930881897364845899191712196611816807617563391577447716770170878320353284335,as tall as a skyscraper,Not Figurative
41316932088630464794398189715155894969618743735166259937979874276780829614076,as hot as lava,Not Figurative
103898256439383528606569468474628680414718485893777001613655606541588667986640,as hot as lava,Not Figurative
94948935610535135365327297044220896788406299077507053020546548073058224172641,he drives a tank,Figurative
1449179304419101242365574356623624414168632003493781599709689619578193643031,heart of gold,Not Figurative
109846658201069571238250438761913106165512210354926355835559532319462418641595,as slow as a turtle,Figurative
64808750189856978527375499191054388919225842910170322764437211066727113554387,take the fifth,Figurative
83311092944763990230474921497722659777016035158967992501550966071674758809744,at a loss for words,Figurative
63180612573331476153277712668569326176339335299774121950840291576145183315750,she was a busy bee,Figurative
97371429711456813079919580479025317267299769229300873981576826605728801145284,as big as a mountain,Not Figurative
114603130165695966773504307180511351914571891361467016059836572107947013374154,as solid as a rock,Not Figurative
75997073658088534259770975252850353458433875490180363679612679488274114957318,as fast as a cheetah,Not Figurative
24823762341221972908036334418253190195833609051936109684663649825265963090591,as dry as a desert,Figurative
101737546987991888630011152767851359792203647271131689329572669785904405526551,home was prison,Not Figurative
78946810211510974049207723148215626277788338072899946039355274673260066133867,turn the corner,Not Figurative
57648643238902047046352829989217128776480968568786625569834541872757565333849,as sweet as sugar,Not Figurative
24978307850704268899096099897747839697572546094924121407474585551129539740372,a night owl,Figurative
31083984676293119438055607683199205898699688011562005627953954357722003870625,beat the clock,Figurative
57309600056122657936523974976032485540351893291981040891897145530506344441965,a night owl,Figurative
86003226339570987290263658995425425829969224537983818696304877153486573843611,as sly as a fox,Not Figurative
94197273909814827294294605440296193123551639388911893971861506202397584552295,as red as a tomato,Not Figurative
41470560353665952938316938319009172887886537077363604712276910158588847914131,get a move on,Figurative
109664759526596932976030962028770262509638243107834937413779878499139673742545,sea of umbrellas,Figurative
46222741393936777097113367967557956848890452268365959179096412538144749562109,as bright as the sun,Not Figurative
51651022729250498668061537752848026961337873564538809755474620716019000412420,hang tough,Figurative
56649879514216555651148761966920828329417560684203598511221249891122471665936,blow off steam,Not Figurative
64647553606081873050421658745988671097958368269781158959488264609398786199286,fit to be tied,Figurative
34524462296706846623146697346028804012890717284033815358007663555215272381488,as sharp as a razor,Not Figurative
100407074336606143576435337807919865036452778144757358128362359581342137304034,crystal clear,Not Figurative
59816599453359228843946785796418279082875687376445136951453102593387234930955,hold your tongue,Figurative
104593087545535352667101861103089177908089271547383841719095768476245728996812,as busy as a bee,Not Figurative
66469287110527856716109039844609319625678741050833836194062917327445454439096,sea of umbrellas,Not Figurative
19542713105452783777563203074148862076537975096141557697051359598395198902855,as thin as a rail,Not Figurative
34045728830221689489697151356095214565270935296326508092317737287687697570142,turn a blind eye,Not Figurative
112998930845343994678513260865848649982557980770608068730619730779563122351931,up against it,Not Figurative
91960847584406287434625743029260398392906445749421512786274693445273941716383,as bright as the sun,Figurative
39811499634892709379213855513888355201913353532310078903521267589255101289303,as brave as a lion,Figurative
68506279055744287955133605364855185126469943338401327106761723936753519329054,keep the wolf from the door,Figurative
104150649452679633444554833728571173211257911180920930041596044634037756689918,as sharp as a razor,Figurative
111526451024501055521672109444061122033826869664140140335600434921496339251937,it takes two to tango,Figurative
99592411640648736596855465289266532318630683707258214292361826740270445209331,as red as a cherry,Not Figurative
85900035093770248655425823325443903897747491129430738576837886730986514634819,light of my life,Not Figurative
115682156552397565224151205816583291063100690497616143829165102573824450080675,cook someone's goose,Not Figurative
70411677999110021160408773983411911988279539384437318178703700777955114063233,wheels of justice,Not Figurative
114267969028588103005210264271878733421969514519062072312386129380003339640109,set the wheels in motion,Not Figurative
78437944157203354596297002837680227830229346219370114507227120896261189220168,push the envelope,Not Figurative
37137094891133535146163885145763822286779335272917830166660974063990540179285,hit the road,Not Figurative
21742554082614813146242677192446410479928365841638401412683930138428448037013,as brave as a lion,Figurative
52973394366285689067504628821366105182367721886027308228988867884358991920894,have the last laugh,Figurative
70889746836205285990842656799575347040774966145748755519771580151053183116502,in the long run,Figurative
76277512660991254466023973425823461009925776155565474818760714525550763024128,as sly as a fox,Figurative
6581008557630779422671644973646156265990067078046726711638980888890480361535,as sour as vinegar,Not Figurative
76093140351844628714807849708314620260267317041985326798661830052199181967187,greasy spoon,Figurative
28038106067607044952536810447309953442386248417272554452311609761048479629913,heart of stone,Not Figurative
81766114864185019582541765710029355423932471135348012858140772056127143517892,as wild as an animal,Figurative
100193557569291983817316683134013633335133882608317354474179476519849999055653,set eyes on,Not Figurative
66142086878737057651065339476973877424189571415211611433626396545379362517449,back to square one,Not Figurative
59364716444125758915901140166747700850174057817348503954496218792806230094427,pick up the pieces,Figurative
104675623833471489097405819302144000794112268678758016985926456789684284966340,he is a cheetah,Figurative
44266881933606676142770369893616346621185958223785042644838746417774051985613,get the boot,Figurative
58777899678965660520293370398884967069941490569373033601557405850233135461487,as white as a ghost,Not Figurative
40516082629294801317078858354010744799488905367614587349854702295166025748636,drop the ball,Not Figurative
7028657792901145822125912339459112016580410456067115749257998732982017421609,all wet,Not Figurative
6821564018812921071296275673184755423002023602735065830464991134386082248278,he was a tiger,Not Figurative
95124559264154736670160454242931553842292975117740232512453650852820936725723,as filthy as a pigsty,Not Figurative
20104891975183744199884937234531796254761511278560385147662987799355302296362,turn tail,Figurative
33037616039698015761348055819145861832467651888478245782170699155516497459729,as sharp as a knife,Figurative
80803089330048480529610299195448853433024506509700234456638647898306511028718,as fresh as a daisy,Figurative
29032411117976810551183695149201905975403546234341420505593651302097378106154,as pale as a ghost,Not Figurative
11241281711399789788106479172127986212979758668453214689031666658777397214471,as sharp as a razor,Figurative
109732790062702319827956273933658097819900562654968058772820598779650301147489,cut a rug,Figurative
106853353638447841481307768192270119507431406954362323800476878768706468284874,as busy as a bee,Figurative
54833947351194007049893230525977960373561454827977473359715444099291815017383,foam at the mouth,Not Figurative
104746457069175878409990597579679331289688921487961144978509304955393228806068,as sharp as an arrow,Not Figurative
29008185731121887223473548461877564076787187511227693361906034158088886673282,out of sight,Not Figurative
106413802869090779962893305212658951287235694287437193566652853313102667732068,a lion on the battlefield,Not Figurative
111714350836327453437765461171542484237730388222555702498097930183834561247048,as red as a cherry,Not Figurative
12960288837405361992160201058699014791390438328203451204471394991010506764265,bend someone's ear,Not Figurative
68849710625456239619177653518509596471549497881506680533777862043930498637973,whoop it up,Figurative
71083372243441812840107842570402230325073146886035076622020673610510134773262,bundle of joy,Figurative
104957299354754068062471819660090915359855456112661978667696957450545568085312,kick the habit,Not Figurative
36439281377308446566493695167208339108617826963271213626194180826981377979775,as dry as a desert,Figurative
1910406066316650336130605593189190834331286311823570121637126686325464089321,on the ropes,Not Figurative
77291662143744308215588235481191235092809317330028674637694233579454688989975,as filthy as a pigsty,Figurative
93754474351267435603119519711225887154545505877854228956761500098879977210501,as sweet as sugar,Not Figurative
4314738065290739424096114861155055963205952755745999203986346282233264972706,he was a chicken,Not Figurative
40107005103869149652120828526552308819135302948120097757936607471559909970592,couch potato,Not Figurative
100505081890847368542856219669072127942186493645449817324476544993124577813011,as sharp as a razor,Not Figurative
17764132808729346547077605164429928226181777711063868122175259864527045386977,hair of the dog,Figurative
51102022188382176698264909941856662964611808712558672921007762883749239719207,catch the sun,Not Figurative
60145827481522313718971114009976036710495027254071594481298238551080453248895,bang for the buck,Figurative
43747669549158296862644372279884715710183449879358985138448223893437649161700,toe the line,Not Figurative
21314948899692107640936756829494581063296245584439496369544569660719517251234,hold the line,Figurative
59158783037696636549766585234574067946020451686028012712087566836931502248815,as fresh as a daisy,Figurative
96062997163355781536625737973685136779046539309068480174972510299782558514939,hang tough,Not Figurative
110270703372798952087976152781966189961333009685948492682782676566829531408291,keep your head above water,Not Figurative
29391437102798701026967389922235505055416523537164353667639148508020856654552,on the ball,Figurative
86754922633242608331134309188466115166516423733661180901044063556338537219128,sea of umbrellas,Figurative
82481265166939963839527193332004662485846043365819759349306484328591987770421,out and about,Figurative
70136119077841623801239758581971193385750222513471382564955388268900767485366,as hot as lava,Figurative
82440863550317918754285028521249311488861334002870806681877492263618424027151,away with the fairies,Figurative
3559886650539307521070618402489542642671432607096410065350091716081834545040,heart of gold,Figurative
57768368192790179870330150230417890017141636101213714383093322288149896778945,ring a bell,Not Figurative
62829957341374974733663704535820583650090740801406374289001540097545892416022,sea of knowledge,Not Figurative
85501063878826895838841956611245033867622614287148260874296429064851010833391,as fresh as a daisy,Figurative
53919235606731274618337766341481818460297915262943069809129975033721569656456,touch wood,Not Figurative
87895981074408229460067711049469830745099411604677505200534848600426451561882,get off the ground,Not Figurative
22053722592035789601241989005948052071559290678038311455523144169090727959350,have someone on toast,Not Figurative
53024460096496212378154418268255970082030839751393989956063799580893895012150,hit the road,Figurative
100475468489235129208034678392707488580662060332372760769723534664288116268916,as bright as the sun,Not Figurative
9602545170875654343066311729791135669115431061176321663122270095439524219529,within an ace of,Figurative
8378756387441500441548216750321106072508439916347501628048347634392834210783,as filthy as a pigsty,Figurative
33094817927281767852546549937998611450487445110449919492570971467298245795101,rain cats and dogs,Figurative
103446809077160258989700299564487240491569025950989766291326060621210105474613,a night owl,Figurative
33866380851092060230888754281155137663388683221819527820004605656996278916138,strike while the iron is hot,Figurative
77881746471872246815775106778572202930715223808572524865206657250254501451754,blanket of flowers,Not Figurative
93368241784288434083031113831920941736241818183206220826892885982360597187663,turn up trumps,Not Figurative
35077430370277180532083859441475723613036795386628524968957138718401415945983,he was a tiger,Not Figurative
113647743372225029038102046441935006958954347184478518274475160666881298299805,keep tabs on,Figurative
108505559674063841407154771271246757942205682606001921647100751627324163229158,as tall as a mountain,Not Figurative
58000474309663566657363237727729457529817945601465930951403804728848414893157,get the show on the road,Figurative
111569282868431996050159383658629648746779316347271787771159028882717739878336,bright and early,Not Figurative
71389506161577746598147892046870442334733786044621869866467575673664225509509,as slow as a snail,Not Figurative
107575668420059931234143104918273922078681721765649513488439876946284972698648,prop up the bar,Not Figurative
113700477527186856687654278849623772384917444119520491939400774924056337554960,as fast as a cheetah,Figurative
20586911423665539206715974125601568748098234008588192387540625775664424329222,tie the knot,Figurative
71090218261472609805297165559242397173442927064166598108780270122977769713958,throw your hat in the ring,Figurative
56030406028210104899985076563422635661063926934904421677136480655946641444515,light of my life,Not Figurative
21306813105169989781545372507143711732122288858311892251999355500523030478773,as sharp as a knife,Not Figurative
10153334600608297134003617131304751689300774033658814419289449472883922954176,as deep as the ocean,Figurative
17171038868265801650104687159391386539908472140400741650836551173001777264766,pissed off,Figurative
6337260384901156445790039869620823725330835257675398711689108802700218537372,larger than life,Figurative
63525686239141835380625228091782628153584009853738779588463263550223853525867,take to the hills,Figurative
75133927734763723583865690868068705122789856534328311521281905216996319997110,come up smelling of roses,Figurative
12314924294793931356871844324805508196845573391347910695598807793020973268080,as fresh as a daisy,Figurative
3059627860438997415923433639576382951569927509948001739337348683725614689662,the car is a rocket,Figurative
31492507315426301449653091137309539164703920731879214096939705791180016205588,get the show on the road,Figurative
40665020948127830130562773022285764935077019862328302699906132412878761978929,as fresh as a daisy,Not Figurative
24981754518675729478888885019605747065476922642651758880395432276525095031913,as hard as a brick,Not Figurative
80021472422035888478721856120447560512480916874997214552821121805822138242853,as busy as a bee,Not Figurative
58161325797558122149684283155443846296576073709500169116139874960305121314822,run someone ragged,Figurative
92672142918536968880357043709611103578468370720327466833933272047525962011862,as slow as a turtle,Figurative
45823512948759171538413626982402592832136792651511971372167038615647900032644,take a bow,Not Figurative
70537453313463405935488489639459573560897821395537099376286989675234000621578,as sharp as a knife,Figurative
106557537520486548229556415765272631728761623435523113641904507310708380550199,as dry as a desert,Not Figurative
18524494146678153576654480616661425637794849050215896164768480474270679922491,on the square,Not Figurative
19516347895820082508496440548652845345443193487766207759071229472820577723353,as sour as vinegar,Not Figurative
85068984273036547278568126146082977463793120183836575553846111822575412850611,jump on the bandwagon,Not Figurative
103408098302554510254179762825759627616154840090732516515647999608878097173813,beat the clock,Not Figurative
14782209603278644263886889951673403204108567003442274187896212141612496954649,put down roots,Figurative
79839548741098200532687159160947747734967625685989801796855951718382066069852,under lock and key,Figurative
91807249186087665854956962758726837603092999587407338295783911857765897073576,as slow as a turtle,Figurative
